Column1,Column2,Column3
coef1,coef2,obj_function
0.9,1.1,622787.5618
0.9,1.12,621930.7137
0.9,1.14,621206.2565
0.9,1.16,620573.6688
0.9,1.18,619967.1417
0.9,1.2,619395.9943
0.9,1.22,618912.3431
0.9,1.24,618440.8729
0.9,1.26,617976.5795
0.9,1.28,617524.8129
0.9,1.3,617079.3995
