Column1,Column2,Column3
beta,CVar,obj_function
0.0,74728.189188,678393.8715360459
0.1,96269.36987460006,688020.8085235063
0.2,96269.36987460006,697647.7455109663
0.30000000000000004,99482.63987460006,707341.690498427
0.4,104387.95487460005,717430.1789858895
0.5,106877.86487460004,727901.3099733485
0.6000000000000001,112002.32987460005,739009.8292108083
0.7000000000000001,112002.32987460005,750210.0621982681
0.8,112002.32987460005,761410.295185728
0.9,112002.32987460002,772610.5281731868
