in_DA,in_bal,out_DA,out_bal,DA_error,bal_error
15058.4453125,13207.966001501873,14575.37734375,13137.130390772189,3.207953800841614,0.5363097597436983
28855.15218190208,-3359.3498051654165,27892.44952070521,-2827.4984305433327,3.3363284834819837,15.831973610021095
15058.4453125,13207.966001501873,14575.37734375,13137.130390772189,3.207953800841614,0.5363097597436983
21765.258262516665,4041.4760741464584,21021.37045039792,4324.586440126772,3.4177761786536713,-7.005122900303327
