Column1,Column2
74728.189188,678393.8715360459
96269.36987460006,688020.8085235063
96269.36987460006,697647.7455109663
99482.63987460006,707341.690498427
104387.95487460005,717430.1789858895
106877.86487460004,727901.3099733485
112002.32987460005,739009.8292108083
112002.32987460005,750210.0621982681
112002.32987460005,761410.295185728
112002.32987460002,772610.5281731868
112002.32987460002,783810.761160647
