Column1,Column2
74728.189188,678393.8715360459
178462.25881537507,696240.0974175838
178462.25881537507,714086.3232991219
178462.25881537507,731932.5491806593
178462.25881537507,749778.7750621979
178462.25881537507,767625.000943736
178462.25881537507,785471.2268252731
178462.25881537507,803317.4527068099
178462.25881537507,821163.6785883477
178462.25881537507,839009.9044698854
178462.25881537507,856856.1303514226
