Column1,Column2,Column3
coef1,coef2,obj_function
0.85,1.2,617253.1497
0.86,1.2,617644.8673
0.87,1.2,618059.3312
0.88,1.2,618484.3856
0.89,1.2,618927.131
0.9,1.2,619395.9943
0.91,1.2,619951.6082
0.92,1.2,620522.5904
0.93,1.2,621112.064
0.94,1.2,621798.4393
0.95,1.2,622606.7415
