Column1,Column2
56416.461542,619395.9943246705
81480.96441440003,627506.8865369563
85199.36479820003,635821.2406682284
86434.48229140003,644382.3096323037
89035.48906920005,653163.8925013377
91091.82694413389,662211.6139913904
91606.26646064565,671333.107349099
91962.24447370005,680520.631841027
93074.72954490004,689730.2523491923
94456.82900700005,699132.5789991885
94456.82900700001,708578.2618998882
