Column1,Column2
56416.461542,619395.9943246705
106852.78298534999,630033.0914170122
108502.95294614999,640777.4456658822
110107.34312525,651725.5799620233
111104.19328870556,662824.3513422492
112586.61522065,674014.0610954035
113694.95124935002,685322.7999736335
114910.56047165001,696731.0028162245
115909.69285134994,708256.3103785932
116078.67453444998,719848.8321482486
116247.72204564995,731462.4095548125
