Column1,Column2
56416.461542,619395.9943246705
147326.7861984249,634094.2854646727
148325.7335487749,648894.1209738624
149887.17664807502,663822.096341195
150925.86763130003,678852.2158971037
151307.86187182495,693956.0954075248
151311.72842732494,709087.2254986076
153071.8679132249,724336.869052271
153090.434705775,739645.7225023222
153644.48289654998,754984.3576043278
153759.27014855001,770351.0978943575
