Column1,Column2
74728.189188,678393.8715360459
127338.83103974999,691127.7546400214
127338.83103974999,703861.6377439967
127338.83103974999,716595.5208479721
127338.83103974999,729329.4039519478
129303.44853974998,742148.6228059237
129303.44853974998,755078.9676598978
131113.47603975,768134.3337638729
133679.02353974996,781405.596367849
133679.02353974996,794773.4987218239
135336.43353974994,808298.8755757984
