# Renewables.ninja Wind (Point API) - 55.691, 12.560 - Version: 1.1 - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.068,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/Copenhagen, electricity in kW,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/Copenhagen"""," ""electricity"": ""kW""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""55.69110072960672"""," ""lon"": ""12.559526944719893"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""150"""," ""height"": ""100"""," ""turbine"": ""Vestas V90 2000"""," ""raw"": false}}"
time,local_time,electricity,,,,,,,,,,,
17/03/2019 20:00,17/03/2019 21:00,148.591,,,,,,,,,,,
17/03/2019 21:00,17/03/2019 22:00,148.559,,,,,,,,,,,
17/03/2019 22:00,17/03/2019 23:00,148.504,,,,,,,,,,,
17/03/2019 23:00,18/03/2019 00:00,148.513,,,,,,,,,,,
18/03/2019 00:00,18/03/2019 01:00,148.379,,,,,,,,,,,
18/03/2019 01:00,18/03/2019 02:00,148.335,,,,,,,,,,,
18/03/2019 02:00,18/03/2019 03:00,148.116,,,,,,,,,,,
18/03/2019 03:00,18/03/2019 04:00,147.564,,,,,,,,,,,
18/03/2019 04:00,18/03/2019 05:00,147.066,,,,,,,,,,,
18/03/2019 05:00,18/03/2019 06:00,146.337,,,,,,,,,,,
18/03/2019 06:00,18/03/2019 07:00,144.39,,,,,,,,,,,
18/03/2019 07:00,18/03/2019 08:00,141.926,,,,,,,,,,,
18/03/2019 08:00,18/03/2019 09:00,139.574,,,,,,,,,,,
18/03/2019 09:00,18/03/2019 10:00,134.957,,,,,,,,,,,
18/03/2019 10:00,18/03/2019 11:00,130.682,,,,,,,,,,,
18/03/2019 11:00,18/03/2019 12:00,128.608,,,,,,,,,,,
18/03/2019 12:00,18/03/2019 13:00,129.227,,,,,,,,,,,
18/03/2019 13:00,18/03/2019 14:00,131.535,,,,,,,,,,,
18/03/2019 14:00,18/03/2019 15:00,132.843,,,,,,,,,,,
18/03/2019 15:00,18/03/2019 16:00,129.23,,,,,,,,,,,
18/03/2019 16:00,18/03/2019 17:00,124.279,,,,,,,,,,,
18/03/2019 17:00,18/03/2019 18:00,120.394,,,,,,,,,,,
18/03/2019 18:00,18/03/2019 19:00,122.192,,,,,,,,,,,
18/03/2019 19:00,18/03/2019 20:00,124.305,,,,,,,,,,,
18/03/2019 20:00,18/03/2019 21:00,119.948,,,,,,,,,,,
18/03/2019 21:00,18/03/2019 22:00,111.812,,,,,,,,,,,
18/03/2019 22:00,18/03/2019 23:00,97.568,,,,,,,,,,,
18/03/2019 23:00,19/03/2019 00:00,83.466,,,,,,,,,,,
19/03/2019 00:00,19/03/2019 01:00,71.806,,,,,,,,,,,
19/03/2019 01:00,19/03/2019 02:00,64.222,,,,,,,,,,,
19/03/2019 02:00,19/03/2019 03:00,59.262,,,,,,,,,,,
19/03/2019 03:00,19/03/2019 04:00,56.792,,,,,,,,,,,
19/03/2019 04:00,19/03/2019 05:00,57.848,,,,,,,,,,,
19/03/2019 05:00,19/03/2019 06:00,62.934,,,,,,,,,,,
19/03/2019 06:00,19/03/2019 07:00,60.596,,,,,,,,,,,
19/03/2019 07:00,19/03/2019 08:00,60.325,,,,,,,,,,,
19/03/2019 08:00,19/03/2019 09:00,69.432,,,,,,,,,,,
19/03/2019 09:00,19/03/2019 10:00,75.425,,,,,,,,,,,
19/03/2019 10:00,19/03/2019 11:00,79.93,,,,,,,,,,,
19/03/2019 11:00,19/03/2019 12:00,85.267,,,,,,,,,,,
19/03/2019 12:00,19/03/2019 13:00,90.279,,,,,,,,,,,
19/03/2019 13:00,19/03/2019 14:00,91.918,,,,,,,,,,,
19/03/2019 14:00,19/03/2019 15:00,85.518,,,,,,,,,,,
19/03/2019 15:00,19/03/2019 16:00,65.278,,,,,,,,,,,
19/03/2019 16:00,19/03/2019 17:00,39.669,,,,,,,,,,,
19/03/2019 17:00,19/03/2019 18:00,27.022,,,,,,,,,,,
19/03/2019 18:00,19/03/2019 19:00,25.829,,,,,,,,,,,
19/03/2019 19:00,19/03/2019 20:00,39.342,,,,,,,,,,,
19/03/2019 20:00,19/03/2019 21:00,60.858,,,,,,,,,,,
19/03/2019 21:00,19/03/2019 22:00,75.378,,,,,,,,,,,
19/03/2019 22:00,19/03/2019 23:00,80.552,,,,,,,,,,,
19/03/2019 23:00,20/03/2019 00:00,84.263,,,,,,,,,,,
20/03/2019 00:00,20/03/2019 01:00,89.795,,,,,,,,,,,
20/03/2019 01:00,20/03/2019 02:00,88.841,,,,,,,,,,,
20/03/2019 02:00,20/03/2019 03:00,82.319,,,,,,,,,,,
20/03/2019 03:00,20/03/2019 04:00,81.407,,,,,,,,,,,
20/03/2019 04:00,20/03/2019 05:00,89.634,,,,,,,,,,,
20/03/2019 05:00,20/03/2019 06:00,100.226,,,,,,,,,,,
20/03/2019 06:00,20/03/2019 07:00,106.185,,,,,,,,,,,
20/03/2019 07:00,20/03/2019 08:00,110.62,,,,,,,,,,,
20/03/2019 08:00,20/03/2019 09:00,111.745,,,,,,,,,,,
20/03/2019 09:00,20/03/2019 10:00,115.311,,,,,,,,,,,
20/03/2019 10:00,20/03/2019 11:00,125.986,,,,,,,,,,,
20/03/2019 11:00,20/03/2019 12:00,126.566,,,,,,,,,,,
20/03/2019 12:00,20/03/2019 13:00,119.546,,,,,,,,,,,
20/03/2019 13:00,20/03/2019 14:00,116.245,,,,,,,,,,,
20/03/2019 14:00,20/03/2019 15:00,110.141,,,,,,,,,,,
20/03/2019 15:00,20/03/2019 16:00,99.869,,,,,,,,,,,
20/03/2019 16:00,20/03/2019 17:00,91.704,,,,,,,,,,,
20/03/2019 17:00,20/03/2019 18:00,92.298,,,,,,,,,,,
20/03/2019 18:00,20/03/2019 19:00,96.013,,,,,,,,,,,
20/03/2019 19:00,20/03/2019 20:00,96.342,,,,,,,,,,,
20/03/2019 20:00,20/03/2019 21:00,91.915,,,,,,,,,,,
20/03/2019 21:00,20/03/2019 22:00,89.346,,,,,,,,,,,
20/03/2019 22:00,20/03/2019 23:00,84.026,,,,,,,,,,,
20/03/2019 23:00,21/03/2019 00:00,72.218,,,,,,,,,,,
